文件名,类别,翻译类别名,样本名称,名称翻译,采集时间
s BAHIA CHAIN.csv,Seamounts,海山成分,BAHIA CHAIN,,10/13/2021 
s BATHYMETRISTS OR GRIMALDI SEAMOUNT CHAIN.csv,Seamounts,海山成分,BATHYMETRISTOR GRIMALDI SEAMOUNT CHAIN,,10/13/2021 
s BETIC-RIF OROGENIC BELT OR GIBRALTAR ARC.csv,Seamounts,海山成分,BETIC RIF OROGENIC BELT OR GIBRALTAR ARC,,10/13/2021 
s BISMARCK ARC - NEW BRITAIN ARC.csv,Seamounts,海山成分,BISMARCK ARC NEW BRITAIN ARC,,10/13/2021 
s CANARY ISLANDS.csv,Seamounts,海山成分,CANARY ISLANDS,,10/13/2021 
s CAPE VERDE ISLANDS.csv,Seamounts,海山成分,CAPE VERDE ISLANDS,,10/13/2021 
s CARNEGIE RIDGE SEAMOUNTS.csv,Seamounts,海山成分,CARNEGIE RIDGE SEAMOUNTS,,10/13/2021 
s CASTOR GUYOT.csv,Seamounts,海山成分,CASTOR GUYOT,,10/13/2021 
s CHRISTMAS ISLAND SEAMOUNT PROVINCE.csv,Seamounts,海山成分,CHRISTMAISLAND SEAMOUNT PROVINCE,,10/13/2021 
s COBB SEAMOUNT CHAIN.csv,Seamounts,海山成分,COBB SEAMOUNT CHAIN,,10/13/2021 
s COCOS ISLAND SEAMOUNTS.csv,Seamounts,海山成分,COCOISLAND SEAMOUNTS,,10/13/2021 
s COCOS RIDGE SEAMOUNTS.csv,Seamounts,海山成分,COCORIDGE SEAMOUNTS,,10/13/2021 
s COIBA RIDGE SEAMOUNTS.csv,Seamounts,海山成分,COIBA RIDGE SEAMOUNTS,,10/13/2021 
s CONTINENTAL MARGIN OFFSHORE CALIFORNIA SEAMOUNTS.csv,Seamounts,海山成分,CONTINENTAL MARGIN OFFSHORE CALIFORNIA SEAMOUNTS,,10/13/2021 
s COSTA RICA SEAMOUNT PROVINCE.csv,Seamounts,海山成分,COSTA RICA SEAMOUNT PROVINCE,,10/13/2021 
s DE GERLACH SEAMOUNTS.csv,Seamounts,海山成分,DE GERLACH SEAMOUNTS,,10/13/2021 
s DISCOVERY TABLEMOUNT.csv,Seamounts,海山成分,DISCOVERY TABLEMOUNT,,10/13/2021 
s EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE.csv,Seamounts,海山成分,EASTER SEAMOUNT CHAIN SALAY GOMEZ RIDGE,,10/13/2021 
s EAST SHIKOKU BASIN SEAMOUNTS.csv,Seamounts,海山成分,EAST SHIKOKU BASIN SEAMOUNTS,,10/13/2021 
s ENPO SEAMOUNT CHAIN.csv,Seamounts,海山成分,ENPO SEAMOUNT CHAIN,,10/13/2021 
s EXPLORER SEAMOUNT CHAIN.csv,Seamounts,海山成分,EXPLORER SEAMOUNT CHAIN,,10/13/2021 
s FIEBERLING-GUADALUPE SEAMOUNT TRAIL.csv,Seamounts,海山成分,FIEBERLING GUADALUPE SEAMOUNT TRAIL,,10/13/2021 
s FOUNDATION SEAMOUNT CHAIN.csv,Seamounts,海山成分,FOUNDATION SEAMOUNT CHAIN,,10/13/2021 
s GALAPAGOS ISLANDS.csv,Seamounts,海山成分,GALAPAGOISLANDS,,10/13/2021 
s GENROKU SEAMOUNT CHAIN.csv,Seamounts,海山成分,GENROKU SEAMOUNT CHAIN,,10/13/2021 
s GILBERT RIDGE SEAMOUNTS.csv,Seamounts,海山成分,GILBERT RIDGE SEAMOUNTS,,10/13/2021 
s HAWAIIAN-EMPEROR CHAIN.csv,Seamounts,海山成分,HAWAIIAN EMPEROR CHAIN,,10/13/2021 
s HAWAIIAN ISLANDS.csv,Seamounts,海山成分,HAWAIIAN ISLANDS,,10/13/2021 
s HIKURANGI SEAMOUNTS.csv,Seamounts,海山成分,HIKURANGI SEAMOUNTS,,10/13/2021 
s HONSHU ARC.csv,Seamounts,海山成分,HONSHU ARC,,10/13/2021 
s IZU-BONIN ARC.csv,Seamounts,海山成分,IZU BONIN ARC,,10/13/2021 
s IZU-BONIN BACK-ARC SEAMOUNT CHAIN.csv,Seamounts,海山成分,IZU BONIN BACK ARC SEAMOUNT CHAIN,,10/13/2021 
s JAPANESE SEAMOUNT TRAIL.csv,Seamounts,海山成分,JAPANESE SEAMOUNT TRAIL,,10/13/2021 
s JUAN FERNANDEZ RIDGE.csv,Seamounts,海山成分,JUAN FERNANDEZ RIDGE,,10/13/2021 
s KAMCHATKA.csv,Seamounts,海山成分,KAMCHATKA,,10/13/2021 
s KANEI SEAMOUNT CHAIN.csv,Seamounts,海山成分,KANEI SEAMOUNT CHAIN,,10/13/2021 
s KERGUELEN.csv,Seamounts,海山成分,KERGUELEN,,10/13/2021 
s KERMADEC ARC.csv,Seamounts,海山成分,KERMADEC ARC,,10/13/2021 
s KINAN ESCARPMENT.csv,Seamounts,海山成分,KINAN ESCARPMENT,,10/13/2021 
s KINAN SEAMOUNT CHAIN.csv,Seamounts,海山成分,KINAN SEAMOUNT CHAIN,,10/13/2021 
s KURILE ARC.csv,Seamounts,海山成分,KURILE ARC,,10/13/2021 
s KYUSHU-PALAU RIDGE.csv,Seamounts,海山成分,KYUSHU PALAU RIDGE,,10/13/2021 
s LESSER ANTILLES.csv,Seamounts,海山成分,LESSER ANTILLES,,10/13/2021 
s LINE ISLANDS CHAIN.csv,Seamounts,海山成分,LINE ISLANDCHAIN,,10/13/2021 
s LORD HOWE SEAMOUNT CHAIN.csv,Seamounts,海山成分,LORD HOWE SEAMOUNT CHAIN,,10/13/2021 
s LOUISVILLE SEAMOUNT CHAIN.csv,Seamounts,海山成分,LOUISVILLE SEAMOUNT CHAIN,,10/13/2021 
s LUZON ARC.csv,Seamounts,海山成分,LUZON ARC,,10/13/2021 
s MAGELLAN SEAMOUNT TRAIL.csv,Seamounts,海山成分,MAGELLAN SEAMOUNT TRAIL,,10/13/2021 
s MALPELO RIDGE SEAMOUNTS.csv,Seamounts,海山成分,MALPELO RIDGE SEAMOUNTS,,10/13/2021 
s MANJI SEAMOUNT CHAIN.csv,Seamounts,海山成分,MANJI SEAMOUNT CHAIN,,10/13/2021 
s MARIANA ARC.csv,Seamounts,海山成分,MARIANA ARC,,10/13/2021 
s MARIANA NORTHERN SEAMOUNT PROVINCE.csv,Seamounts,海山成分,MARIANA NORTHERN SEAMOUNT PROVINCE,,10/13/2021 
s MARIE BYRD SEAMOUNTS.csv,Seamounts,海山成分,MARIE BYRD SEAMOUNTS,,10/13/2021 
s MARION ISLANDS.csv,Seamounts,海山成分,MARION ISLANDS,,10/13/2021 
s MARQUESAS.csv,Seamounts,海山成分,MARQUESAS,,10/13/2021 
s MARSHALL SEAMOUNT GROUP.csv,Seamounts,海山成分,MARSHALL SEAMOUNT GROUP,,10/13/2021 
s MEDITERRANEAN SEAMOUNTS.csv,Seamounts,海山成分,MEDITERRANEAN SEAMOUNTS,,10/13/2021 
s MID-PACIFIC MOUNTAINS.csv,Seamounts,海山成分,MID PACIFIC MOUNTAINS,,10/13/2021 
s MUSICIANS SEAMOUNTS.csv,Seamounts,海山成分,MUSICIANSEAMOUNTS,,10/13/2021 
s NEW ENGLAND SEAMOUNT CHAIN.csv,Seamounts,海山成分,NEW ENGLAND SEAMOUNT CHAIN,,10/13/2021 
s NEW HEBRIDES ARC - VANUATU ARCHIPELAGO.csv,Seamounts,海山成分,NEW HEBRIDEARC VANUATU ARCHIPELAGO,,10/13/2021 
s NORTH ATLANTIC SEAMOUNTS.csv,Seamounts,海山成分,NORTH ATLANTIC SEAMOUNTS,,10/13/2021 
s PERNAMBUCO CHAIN.csv,Seamounts,海山成分,PERNAMBUCO CHAIN,,10/13/2021 
s PITCAIRN-GAMBIER CHAIN.csv,Seamounts,海山成分,PITCAIRN GAMBIER CHAIN,,10/13/2021 
s PRATT-WELKER SEAMOUNT CHAIN.csv,Seamounts,海山成分,PRATT WELKER SEAMOUNT CHAIN,,10/13/2021 
s RALIK SEAMOUNT GROUP.csv,Seamounts,海山成分,RALIK SEAMOUNT GROUP,,10/13/2021 
s RATAK SEAMOUNT GROUP.csv,Seamounts,海山成分,RATAK SEAMOUNT GROUP,,10/13/2021 
s RED SEA SEMOUNTS.csv,Seamounts,海山成分,RED SEA SEMOUNTS,,10/13/2021 
s ROSS SEA SEAMOUNTS.csv,Seamounts,海山成分,ROSSEA SEAMOUNTS,,10/13/2021 
s SAMOAN ISLANDS.csv,Seamounts,海山成分,SAMOAN ISLANDS,,10/13/2021 
s SCOTIA ARC.csv,Seamounts,海山成分,SCOTIA ARC,,10/13/2021 
s SELVAGEN ISLANDS.csv,Seamounts,海山成分,SELVAGEN ISLANDS,,10/13/2021 
s SHIKOKU BASIN FLOOR NEAR KINAN SEAMOUNT CHAIN.csv,Seamounts,海山成分,SHIKOKU BASIN FLOOR NEAR KINAN SEAMOUNT CHAIN,,10/13/2021 
s SOCIETY ISLANDS.csv,Seamounts,海山成分,SOCIETY ISLANDS,,10/13/2021 
s SOLITARY SEAMOUNTS.csv,Seamounts,海山成分,SOLITARY SEAMOUNTS,,10/13/2021 
s SOUTHERN AZORES SEAMOUNT CHAIN.csv,Seamounts,海山成分,SOUTHERN AZORESEAMOUNT CHAIN,,10/13/2021 
s SOUTHWESTERN SEAMOUNT PROVINCE.csv,Seamounts,海山成分,SOUTHWESTERN SEAMOUNT PROVINCE,,10/13/2021 
s SUNDA ARC.csv,Seamounts,海山成分,SUNDA ARC,,10/13/2021 
s TARAVA SEAMOUNT CHAIN.csv,Seamounts,海山成分,TARAVA SEAMOUNT CHAIN,,10/13/2021 
s TASMANTID SEAMOUNTS.csv,Seamounts,海山成分,TASMANTID SEAMOUNTS,,10/13/2021 
s TOKELAU SEAMOUNTS.csv,Seamounts,海山成分,TOKELAU SEAMOUNTS,,10/13/2021 
s TONGA ARC.csv,Seamounts,海山成分,TONGA ARC,,10/13/2021 
s TORE-MADEIRA RISE.csv,Seamounts,海山成分,TORE MADEIRA RISE,,10/13/2021 
s TRINDADE-VITORIA RISE.csv,Seamounts,海山成分,TRINDADE VITORIA RISE,,10/13/2021 
s TUVALU SEAMOUNT CHAIN.csv,Seamounts,海山成分,TUVALU SEAMOUNT CHAIN,,10/13/2021 
s TYPHOON SEAMOUNT GROUP.csv,Seamounts,海山成分,TYPHOON SEAMOUNT GROUP,,10/13/2021 
s UJLAN SEAMOUNTS.csv,Seamounts,海山成分,UJLAN SEAMOUNTS,,10/13/2021 
s UNION SEAMOUNT CHAIN.csv,Seamounts,海山成分,UNION SEAMOUNT CHAIN,,10/13/2021 
s WAKE SEAMOUNT GROUP.csv,Seamounts,海山成分,WAKE SEAMOUNT GROUP,,10/13/2021 
s YAMATO SEAMOUNT CHAIN.csv,Seamounts,海山成分,YAMATO SEAMOUNT CHAIN,,10/13/2021 
AGULHAS RIDGE.csv,Submarine_Ridges,海底山脊,AGULHARIDGE,,10/13/2021 
BOLLONS FRACTURE ZONE.csv,Submarine_Ridges,海底山脊,BOLLONFRACTURE ZONE,,10/13/2021 
BROKEN RIDGE.csv,Submarine_Ridges,海底山脊,BROKEN RIDGE,,10/13/2021 
CAPE VERDE RIDGE.csv,Submarine_Ridges,海底山脊,CAPE VERDE RIDGE,,10/13/2021 
CARNEGIE RIDGE.csv,Submarine_Ridges,海底山脊,CARNEGIE RIDGE,,10/13/2021 
CHAGOS-LACCADIVE RIDGE.csv,Submarine_Ridges,海底山脊,CHAGOS LACCADIVE RIDGE,,10/13/2021 
COCOS RIDGE.csv,Submarine_Ridges,海底山脊,COCORIDGE,,10/13/2021 
COIBA RIDGE.csv,Submarine_Ridges,海底山脊,COIBA RIDGE,,10/13/2021 
COSTA RICA RIFT.csv,Submarine_Ridges,海底山脊,COSTA RICA RIFT,,10/13/2021 
EAST PACIFIC RISE.csv,Submarine_Ridges,海底山脊,EAST PACIFIC RISE,,10/13/2021 
GALAPAGOS RIDGE.csv,Submarine_Ridges,海底山脊,GALAPAGORIDGE,,10/13/2021 
ISLAS ORCADAS RISE.csv,Submarine_Ridges,海底山脊,ISLAORCADARISE,,10/13/2021 
J-ANOMALY RIDGE.csv,Submarine_Ridges,海底山脊,J ANOMALY RIDGE,,10/13/2021 
JUAN DE FUCA RIDGE.csv,Submarine_Ridges,海底山脊,JUAN DE FUCA RIDGE,,10/13/2021 
KARIN RIDGE;PACIFIC.csv,Submarine_Ridges,海底山脊,KARIN RIDGE;PACIFIC,,10/13/2021 
KELI RIDGE.csv,Submarine_Ridges,海底山脊,KELI RIDGE,,10/13/2021 
KOLBEINSEY RIDGE.csv,Submarine_Ridges,海底山脊,KOLBEINSEY RIDGE,,10/13/2021 
MADAGASCAR RIDGE.csv,Submarine_Ridges,海底山脊,MADAGASCAR RIDGE,,10/13/2021 
MEDITERRANEAN RIDGE.csv,Submarine_Ridges,海底山脊,MEDITERRANEAN RIDGE,,10/13/2021 
MENDOZA RIFT.csv,Submarine_Ridges,海底山脊,MENDOZA RIFT,,10/13/2021 
MID-ATLANTIC RIDGE.csv,Submarine_Ridges,海底山脊,MID ATLANTIC RIDGE,,10/13/2021 
MIDDLE AMERICA TRENCH.csv,Submarine_Ridges,海底山脊,MIDDLE AMERICA TRENCH,,10/13/2021 
NINETYEAST RIDGE.csv,Submarine_Ridges,海底山脊,NINETYEAST RIDGE,,10/13/2021 
PACIFIC ANTARCTIC RIDGE.csv,Submarine_Ridges,海底山脊,PACIFIC ANTARCTIC RIDGE,,10/13/2021 
SOUTHERN MOHNS RIDGE.csv,Submarine_Ridges,海底山脊,SOUTHERN MOHNRIDGE,,10/13/2021 
SOUTH ATLANTIC RIDGE.csv,Submarine_Ridges,海底山脊,SOUTH ATLANTIC RIDGE,,10/13/2021 
SOUTH WEST INDIAN RIDGE.csv,Submarine_Ridges,海底山脊,SOUTH WEST INDIAN RIDGE,,10/13/2021 
WALVIS RIDGE.csv,Submarine_Ridges,海底山脊,WALVIRIDGE,,10/13/2021 
